"","year","ward","cost","category","program","description"
"15650",2018,45,52801.62,"Streets & Transportation","Street Resurfacing (1-5) (2018)","ON W STRONG ST FROM NTCHEZ AVE (6430 W) TO NSHVILLE AVE (6530 W)"
"15651",2018,45,84042.51,"Streets & Transportation","Street Resurfacing (2018)","ON W DAKIN ST FROM N CICERO AVE (4800 W) TO N LAVERGNE AVE (5000 W)"
"15652",2018,45,66137.66,"Streets & Transportation","Street Resurfacing (2018)","ON W STRONG ST FROM N AUSTIN AVE (6000 W) TO N MEADE AVE (6100 W)"
"15653",2018,45,8910.43,"Streets & Transportation","Street Resurfacing (2018)","ON N MULLIGAN AVE FROM N AVONDALE AVE (5670 N) TO W BRYN MAWR AVE (5600 N)"
"15654",2018,45,33381.14,"Streets & Transportation","Street Resurfacing (2018)","ON N KILPATRICK AVE FROM W BELLE PLAINE AVE (4100 N) TO W BERTEAU AVE (4140 N)"
"15655",2018,45,23137.83,"Streets & Transportation","Street Resurfacing (2018)","ON W EASTWOOD AVE FROM N CENTRAL AVE (5600 W) TO N MAJOR AVE (5700 W)"
"15656",2018,45,81325.15,"Streets & Transportation","Street Resurfacing (2018)","ON W ARGYLE ST FROM N NEENAH AVE (6500 W) TO NTCHEZ AVE (6430 W)"
"15657",2018,45,134324.73,"Streets & Transportation","Street Resurfacing (2018)","ON N LUDLAM AVE FROM N ELSTON AVE (5460 N) TO N LIND AVE (5300 N)"
"15658",2018,45,32757.81,"Streets & Transportation","Street Resurfacing (2018)","ON W STRONG ST FROM N NORMANDY AVE (6640 W) TO N RUTHERFORD AVE (6700 W)"
"15659",2018,45,61021.73,"Streets & Transportation","Street Resurfacing (2018)","ON N LIEB AVE FROM N ELSTON AVE (5430 N) TO N LARNED AVE (5300 N)"
"15660",2018,45,20490.1,"Streets & Transportation","Street Resurfacing (2018)","ON N LECLAIRE AVE FROM W BERTEAU AVE (4200 N) TO W HUTCHINSON ST (4230 N)"
"15661",2018,45,1850,"Streets & Transportation","Street Speed Hump Menu (2018)","4900 N MENARD AVE"
"15662",2018,45,1850,"Streets & Transportation","Street Speed Hump (2018)","ON W EASTWOOD AVE FROM N CENTRAL AVE (5600 W) TO N MAJOR AVE (5700 W)"
"15663",2018,45,1850,"Streets & Transportation","Street Speed Hump (2018)","ON W WINONA ST FROM N ELSTON AVE (4900 W) TO N LAVERGNE AVE (5000 W)"
"15664",2018,45,3700,"Streets & Transportation","Street Speed Hump Menu (2018)","5700 W EASTWOOD AVE"
"15665",2018,45,3700,"Streets & Transportation","Street Speed Hump (2018)","ON N LUNA AVE FROM W BRYN MAWR AVE (5600 N) TO W CATALPA AVE (5500 N)"
"15666",2018,45,3700,"Streets & Transportation","Street Speed Hump (2018)","ON W DAKIN ST FROM N LAVERGNE AVE (5000 W) TO N LECLAIRE AVE (5100 W)"
"15667",2018,45,3700,"Streets & Transportation","Street Speed Hump (2018)","ON N KENNETH AVE FROM W IRVING PARK RD (4000 N) TO W BYRON ST (3900 N)"
"15668",2018,45,4700,"Streets & Transportation","Street Speed Hump (2019)","ON N KILPATRICK AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N)"
"15669",2018,45,0,"Streets & Transportation","Street Speed Hump Replacement (2018)","ON N LIEB AVE FROM N ELSTON AVE (5430 N) TO N LARNED AVE (5300 N)"
"15670",2018,45,0,"Streets & Transportation","Street Speed Hump Replacement (2018)","ON W DAKIN ST FROM N CICERO AVE (4800 W) TO N LAVERGNE AVE (5000 W)"
"15671",2018,45,0,"Streets & Transportation","Street Speed Hump Replacement (2018)","ON W STRONG ST FROM NTCHEZ AVE (6430 W) TO NSHVILLE AVE (6530 W)"
"15672",2018,46,11253.54,"Streets & Transportation","Alley Apron (2018)","753 W GORDON TER"
"15673",2018,46,1400,"Streets & Transportation","Alley Speed Hump Menu (2018)","4428 N DOVER ST"
"15674",2018,46,56293.85,"Streets & Transportation","Arterial Street Bump Outs Menu (2018)","W SUNNYSIDE AVE & N CLARENDON AVE"
"15675",2018,46,30000,"Bike Infrastructure","Bike Lane/Marked Shared Lane (2018)","ON W LAWRENCE AVE FROM N CLARENDON AVE (800 W) TO N LSD LAWRENCE AV XR (640 W)"
"15676",2018,46,25000,"Parks & Recreation","Gill Park - Playground Improvements","825 W SHERIDAN RD"
"15677",2018,46,35000,"Streets & Transportation","Concrete Alley (2018)","4544 N DOVER ST:N DOVER ST & W SUNNYSIDE AVE&N CLARK ST & W WILSON AVE"
"15678",2018,46,45000,"Streets & Transportation","Concrete Alley (2018)","4644 N DOVER ST:N DOVER ST & W WILSON AVE&N CLARK ST & W LELAND AVE"
"15679",2018,46,7463.74,"Streets & Transportation","Curb & Gutter Menu (2018)","3900 N LAKE SHORE DR"
"15680",2018,46,2580.48,"Streets & Transportation","Curb & Gutter Menu (2018)","N WINTHROP AVE & N KENMORE AVE"
"15681",2018,46,1888.14,"Streets & Transportation","Curb & Gutter Menu (2018)","1034 W MONTROSE AVE"
"15682",2018,46,9426.57,"Streets & Transportation","Curb & Gutter Menu (2019)","848 W SHERIDAN RD"
"15683",2018,46,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs (2018)","832 W SHERIDAN RD"
"15684",2018,46,9057.18,"Schools & Libraries","Uptown Branch Library - Community Room Carpet Replacement","929 W BUENA AVE"
"15685",2018,46,10969.37,"Streets & Transportation","Pavement Markings Menu (2018)","N MARINE DR & W BUENA AVE"
"15686",2018,46,25885,"Streets & Transportation","Pedestrian Countdown Signal (2018)","N CLARK ST & W MONTROSE AVE"
"15687",2018,46,21629.05,"Streets & Transportation","Sidewalk Menu (2017)","931 W WILSON AVE"
"15688",2018,46,21501.32,"Streets & Transportation","Sidewalk Menu (2018)","4016-4024 N SHERIDAN RD"
"15689",2018,46,4503.78,"Streets & Transportation","Sidewalk Menu (2018)","4049 N KENMORE AVE"
"15690",2018,46,3766.19,"Streets & Transportation","Sidewalk Menu (2018)","4016-4024 N SHERIDAN RD"
"15691",2018,46,1694.66,"Streets & Transportation","Sidewalk Menu (2018)","4750 N MARINE DR"
"15692",2018,46,10000,"Streets & Transportation","Speed Indicator Signs (2018)","ON N SHERIDAN RD FROM W AINSLIE ST (4900 N) TO W ARGYLE ST (5000 N)"
"15693",2018,46,235000,"Lighting","Street Light Arterial (2018)","ON N ALTA VISTA TER FROM W BYRON ST (3900 N) TO W GRACE ST (3800 N)"
"15694",2018,46,100000,"Lighting","Street Light Arterial (2018)","ON N BROADWAY FROM W ADDISON ST (3600 N) TO W GRACE ST (3799 N)"
"15695",2018,46,98513.29,"Streets & Transportation","Street Resurfacing (2018)","ON W LAKESIDE PL FROM N CLARENDON AVE (800 W) TO N SHERIDAN RD (1000 W)"
"15696",2018,46,48204.6,"Streets & Transportation","Street Resurfacing (2018)","ON N SHEFFIELD AVE FROM W GRACE ST (3800 N) TO W BYRON ST (3900 N)"
"15697",2018,46,36820.06,"Streets & Transportation","Street Resurfacing (2018)","ON W BELLE PLAINE AVE FROM N CLARENDON AVE (800 W) TO N BROADWAY (899 W)"
"15698",2018,46,41527.29,"Streets & Transportation","Street Resurfacing (2018)","ON W BRADLEY PL FROM N HALSTED ST (800 W) TO N FREMONT ST (900 W)"
"15699",2018,46,28359.08,"Streets & Transportation","Street Resurfacing Menu (2018)","ON W BYRON ST FROM 1017 W TO N SHEFFIELD AVE (1000 W)"
"15700",2018,46,27044.18,"Streets & Transportation","Street Resurfacing (2018)","ON W SUNNYSIDE AVE FROM N BEACON ST (1340 W) TO N DOVER ST (1400 W)"
"15701",2018,46,9527.92,"Streets & Transportation","Street Resurfacing (2019)","ON W WAVELAND AVE FROM N WILTON AVE (930 W) TO N FREMONT ST (900 W)"
"15702",2018,46,4700,"Streets & Transportation","Street Speed Hump (2019)","ON W GRACE ST FROM N LAKE SHORE DR (600 W) TO N PINE GROVE AVE (700 W)"
"15703",2018,46,0,"Streets & Transportation","Street Speed Hump Replacement (2018)","ON W LAKESIDE PL FROM N CLARENDON AVE (800 W) TO N SHERIDAN RD (1000 W)"
"15704",2018,46,5640.7,"Streets & Transportation","Traffic Signal LED Upgrade Menu (2017)","W IRVING PARK RD & N PINE GROVE AVE"
"15705",2018,46,350000,"Streets & Transportation","Traffic Signal Modernization (2018)","N SHERIDAN RD & W AINSLIE ST"
"15706",2018,47,18568.72,"Streets & Transportation","Alley Apron (2018)","1943 W WAVELAND AVE"
"15707",2018,47,13089.99,"Streets & Transportation","Alley Apron Menu (2018)","1751 W WILSON AVE"
"15708",2018,47,12553.48,"Streets & Transportation","Alley Apron Menu (2018)","1951 W LELAND AVE"
"15709",2018,47,9153.72,"Streets & Transportation","Alley Apron Menu (2018)","3510 N WOLCOTT AVE"
"15710",2018,47,10888.03,"Streets & Transportation","Alley Apron Menu (2018)","4015 N CAMPBELL AVE"
"15711",2018,47,26818.69,"Streets & Transportation","Alley Resurfacing (2018)","N GREENVIEW AVE & W IRVING PARK RD&N SOUTHPORT AVE & W CUYLER AVE"
"15712",2018,47,20158.57,"Streets & Transportation","Alley Resurfacing (2018)","N WESTERN AVE & W HUTCHINSON ST&N CAMPBELL AVE & W CULLOM AVE"
"15713",2018,47,27199.79,"Streets & Transportation","Alley Resurfacing (2018)","W ADDISON ST & N LEAVITT ST&W WAVELAND AVE & N BELL AVE"
"15714",2018,47,27989.44,"Streets & Transportation","Alley Resurfacing (2018)","W IRVING PARK RD & N HAMILTON AVE&W BYRON ST & N LEAVITT ST"
"15715",2018,47,26767.75,"Streets & Transportation","Alley Resurfacing (2018)","W CULLOM AVE & N LEAVITT ST&W MONTROSE AVE & N BELL AVE"
"15716",2018,47,1400,"Streets & Transportation","Alley Speed Hump (2018)","W IRVING PARK RD & N PAULINA ST&W BYRON ST & N HERMITAGE AVE"
"15717",2018,47,700,"Streets & Transportation","Alley Speed Hump Menu (2019)","1470 W WINONA ST"
"15718",2018,47,0,"Streets & Transportation","Alley Speed Hump Replacement (2018)","W ADDISON ST & N LEAVITT ST&W WAVELAND AVE & N BELL AVE"
"15719",2018,47,0,"Streets & Transportation","Alley Speed Hump Replacement (2018)","N WESTERN AVE & W HUTCHINSON ST&N CAMPBELL AVE & W CULLOM AVE"
"15720",2018,47,0,"Streets & Transportation","Alley Speed Hump Replacement (2018)","W IRVING PARK RD & N HAMILTON AVE&W BYRON ST & N LEAVITT ST"
"15721",2018,47,38905.14,"Streets & Transportation","Arterial Street Bump Outs Menu (2017)","W LELAND AVE & N LINCOLN AVE"
"15722",2018,47,30626.72,"Streets & Transportation","Arterial Street Bump Outs Menu (2018)","W LELAND AVE & N LINCOLN AVE"
"15723",2018,47,150000,"Schools & Libraries","Audubon - Campus Park","3500 N HOYNE AVE"
"15724",2018,47,10789.5,"Schools & Libraries","Bell Elementary - Chicago Mosaic School Mural","4156 N MAPLEWOOD AVE"
"15725",2018,47,23000,"Bike Infrastructure","Bike Lane/Marked Shared Lane (2019)","RAVENSWOOD AVE W (1800 W):ON N RAVENSWOOD AVE W FROM W SCHOOL ST (3298 N) TO W ROSCOE ST (3400 N)"
"15726",2018,47,925.59,"Streets & Transportation","Bollard Menu (2018)","2741 W MONTROSE AVE"
"15727",2018,47,17315.31,"Streets & Transportation","Concrete Alley (2019) Curb & Gutter (2018)","WOLCOTT AVE 2430 W ROSCOE ST"
"15728",2018,47,4608.8,"Streets & Transportation","Curb & Gutter Menu (2018)","2434 W CUYLER AVE"
"15729",2018,47,3638.92,"Streets & Transportation","Curb & Gutter Menu (2018)","3642 N CLAREMONT AVE"
"15730",2018,47,7989.53,"Streets & Transportation","Curb & Gutter Menu (2018)","4712-4716 N WOLCOTT AVE"
"15731",2018,47,36115.41,"Streets & Transportation","Curb & Gutter Menu (2018)","2231-2399 W SUNNYSIDE AVE:4501 N WESTERN AVE"
"15732",2018,47,7131.91,"Streets & Transportation","Curb & Gutter Menu (2018)","2336-2344 W CULLOM AVE"
"15733",2018,47,2548.39,"Streets & Transportation","Curb & Gutter Menu (2018)","3650 N CLAREMONT AVE"
"15734",2018,47,665.04,"Streets & Transportation","Curb & Gutter Menu (2018)","1820 W IRVING PARK RD"
"15735",2018,47,26100,"Parks & Recreation","Horner Park - Dog Friendly Area Phase I","2741 W MONTROSE AVE"
"15736",2018,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs (2018)","N DAMEN AVE & W BERENICE AVE"
"15737",2018,47,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs (2018)","W FOSTER AVE & N WAYNE AVE"
"15738",2018,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs (2018)","N LINCOLN AVE & W HUTCHINSON ST"
"15739",2018,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs (2018)","N LINCOLN AVE & W LELAND AVE"
"15740",2018,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs (2018)","N CAMPBELL AVE & W MONTROSE AVE"
"15741",2018,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs (2018)","W MONTROSE AVE & N CLAREMONT AVE"
"15742",2018,47,0,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs (2018)","W MONTROSE AVE & N HERMITAGE AVE"
"15743",2018,47,350,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs (2018)","W MONTROSE AVE & N MAPLEWOOD AVE"
"15744",2018,47,600,"Streets & Transportation","In-Road ""State Law Stop For Pedestrians"" Signs (2018)","W MONTROSE AVE & N WINCHESTER AVE"
"15745",2018,47,300000,"Streets & Transportation","Miscellaneous CDOT Projects (2018)","4100 N DAMEN AVE"
"15746",2018,47,26159,"Streets & Transportation","Pedestrian Countdown Signal (2018)","W MONTROSE AVE & N WOLCOTT AVE"
"15747",2018,47,46066,"Streets & Transportation","Pedestrian Countdown Signal (2018)","N DAMEN AVE & W WILSON AVE"
"15748",2018,47,25885,"Streets & Transportation","Pedestrian Countdown Signal (2018)","N CLARK ST & W MONTROSE AVE"
"15749",2018,47,27011,"Security Cameras","POD CAMERA - CLARK PARK","3400 N ROCKWELL ST"
"15750",2018,47,14114.29,"Streets & Transportation","Sidewalk Menu (2018)","4454 N WESTERN AVE"
"15751",2018,47,562.61,"Streets & Transportation","Sidewalk Menu (2018)","4030 N OAKLEY AVE"
"15752",2018,47,1211.59,"Streets & Transportation","Sidewalk Menu (2018)","1971 W LELAND AVE"
"15753",2018,47,4275.18,"Streets & Transportation","Sidewalk Menu (2018)","1840 W CUYLER AVE"
"15754",2018,47,3474.75,"Streets & Transportation","Sidewalk Menu (2018)","2419 W BELLE PLAINE AVE"
"15755",2018,47,14892.86,"Streets & Transportation","Sidewalk Menu (2018)","2647 W WILSON AVE"
"15756",2018,47,2204.17,"Streets & Transportation","Sidewalk Menu (2018)","1820 W MONTROSE AVE"
"15757",2018,47,2500,"Lighting","Street Light Upgrade (2018)","3943 N WOLCOTT AVE:4421 N SEELEY AVE:3754 N CLAREMONT AVE:1837 W CUYLER AVE:3937 N LINCOLN AVE"
"15758",2018,47,37572.58,"Streets & Transportation","Street Resurfacing (2018)","ON W BELLE PLAINE AVE FROM N ASHLAND AVE (1600 W) TO N PAULINA ST (1700 W)"
"15759",2018,47,40159.68,"Streets & Transportation","Street Resurfacing (2018)","ON W BELLE PLAINE AVE FROM N RAVENSWOOD AVE W (1800 W) TO N HERMITAGE AVE (1740 W)"
"15760",2018,47,35625.01,"Streets & Transportation","Street Resurfacing (2018)","ON N WOLCOTT AVE FROM W SCHOOL ST (3300 N) TO W BELMONT AVE (3200 N)"
"15761",2018,47,92637.29,"Streets & Transportation","Street Resurfacing (2018)","ON W CORNELIA AVE FROM N LINCOLN AVE (1730 W) TO N WOLCOTT AVE (1900 W)"
"15762",2018,47,24081.78,"Streets & Transportation","Street Resurfacing (2018)","ON N CAMPBELL AVE FROM W WILSON AVE (4600 N) TO W EASTWOOD AVE (4630 N)"
"15763",2018,47,21400.76,"Streets & Transportation","Street Resurfacing (2018)","ON N CAMPBELL AVE FROM W CULLOM AVE (4300 N) TO W PENSACOLA AVE (4330 N)"
"15764",2018,47,3700,"Streets & Transportation","Street Speed Hump (2018)","ON W EASTWOOD AVE FROM N CAMPBELL AVE (2500 W) TO N ROCKWELL ST (2600 W)"
"15765",2018,47,0,"Streets & Transportation","Street Speed Hump Replacement (2018)","ON W CORNELIA AVE FROM N LINCOLN AVE (1730 W) TO N WOLCOTT AVE (1900 W)"
"15766",2018,47,2950,"Plants, Gardens, & Sustainability","Tree Planting in Various Locations in the Ward GREENVIEW AVE","AVE:4008 N GREENVIEW AVE:1604 W WAVELAND AVE:4000 N"
"15767",2018,47,34568,"Streets & Transportation","Concrete Alley Menu","WOLCOTT AVE"
"15768",2018,48,12419.37,"Streets & Transportation","Alley Apron (2018)","1425 W VICTORIA ST"
"15769",2018,48,10572.56,"Streets & Transportation","Alley Apron Menu (2018)","1413 W CATALPA AVE"
"15770",2018,48,11414.54,"Streets & Transportation","Alley Apron (2018)","ON N GREENVIEW AVE FROM W ELMDALE AVE (6000 N) TO W THORNDALE AVE (5967 N)"
"15771",2018,48,14301.42,"Streets & Transportation","Alley Apron (2018)","ON N GREENVIEW AVE FROM W GRANVILLE AVE (6200 N) TO W HOOD AVE (6130 N):6148 N GREENVIEW AVE"
"15772",2018,48,11064.51,"Streets & Transportation","Alley Apron (2018)","ON N WAYNE AVE FROM W ROSEMONT AVE (6300 N) TO W GRANVILLE AVE (6200 N):6210 N WAYNE AVE"
"15773",2018,48,11474.37,"Streets & Transportation","Alley Apron (2018)","1414 W THOME AVE:ON W THOME AVE FROM N GREENVIEW AVE (1500 W) TO N GLENWOOD AVE (1400 W)"
"15774",2018,48,13557.21,"Streets & Transportation","Alley Apron (2018)","ON N LAKEWOOD AVE FROM W GRANVILLE AVE (6200 N) TO W HOOD AVE (6130 N):6145 N LAKEWOOD AVE"
"15775",2018,48,14066.24,"Streets & Transportation","Alley Apron (2018)","5645 N WAYNE AVE:ON N WAYNE AVE FROM W HOLLYWOOD AVE (5700 N) TO W BRYN MAWR AVE (5600 N)"
"15776",2018,48,10647.47,"Streets & Transportation","Alley Apron (2018)","1345 W ROSEMONT AVE:ON W ROSEMONT AVE FROM N GLENWOOD AVE (1400 W) TO N WAYNE AVE (1330 W)"
"15777",2018,48,10432.75,"Streets & Transportation","Alley Apron Menu (2019)","1417 W BERWYN AVE"
"15778",2018,48,13551.74,"Streets & Transportation","Alley Apron Menu (2019)","1542 W THOME AVE"
"15779",2018,48,14518.53,"Streets & Transportation","Alley Apron Menu (2019)","1350 W BALMORAL AVE"
"15780",2018,48,11047.79,"Streets & Transportation","Alley Apron Menu (2019)","1473 W RASCHER AVE"
"15781",2018,48,12022.03,"Streets & Transportation","Alley Resurfacing Menu (2018)","5630-5640 N KENMORE AVE"
"15782",2018,48,6801.16,"Streets & Transportation","Alley Resurfacing Menu (2018)","6230-6240 N KENMORE AVE"
"15783",2018,48,12976.31,"Streets & Transportation","Alley Resurfacing (2018)","W HIGHLAND AVE & N GREENVIEW AVE&W ROSEMONT AVE & N CLARK ST:1549 W HIGHLAND AVE"
"15784",2018,48,7947.42,"Streets & Transportation","Alley Resurfacing (2018)","1333-1343 W NORWOOD ST:W NORWOOD ST & N BROADWAY&W ELMDALE AVE & N GLENWOOD AVE"
"15785",2018,48,13373.06,"Streets & Transportation","Alley Resurfacing (2018)","N BROADWAY & W ARDMORE AVE&N BROADWAY & W THORNDALE AVE"
"15786",2018,48,0,"Streets & Transportation","Alley Speed Hump Replacement (2018)","5630-5640 N KENMORE AVE"
"15787",2018,48,8386.45,"Streets & Transportation","Arterial Street Bump Outs Menu (2017)","N WAYNE AVE & N RIDGE AVE"
"15788",2018,48,29500,"Bike Infrastructure","Bike Lane/Marked Shared Lane (2018)","ON N GLENWOOD AVE FROM W DEVON AVE (6400 N) TO N RIDGE AVE (5800 N)"
"15789",2018,48,32500,"Bike Infrastructure","Bike Lane/Marked Shared Lane (2018)","ON N KENMORE AVE FROM W ARGYLE ST (5000 N) TO W ARDMORE AVE (5800 N)"
"15790",2018,48,26000,"Bike Infrastructure","Bike Lane/Marked Shared Lane (2018)","ON N WINTHROP AVE FROM W ARGYLE ST (5000 N) TO W ARDMORE AVE (5800 N)"
"15791",2018,48,12000,"Bike Infrastructure","Bike Lane/Marked Shared Lane (2018)","ON W THORNDALE AVE FROM N WINTHROP AVE (1099 W) TO N KENMORE AVE (1036 W)"
"15792",2018,48,110000,"Parks & Recreation","Cedar Playlot - capital improvements","5311 N WINTHROP AVE"
"15793",2018,48,15000,"Schools & Libraries","Goudy Elementary School - Playground Improvements","5120 N WINTHROP AVE"
"15794",2018,48,20000,"Schools & Libraries","Goudy Elementary Mural","5120 N WINTHROP AVE"
"15795",2018,48,1869.77,"Streets & Transportation","Concrete Alley Menu (2018)","1549 W HIGHLAND AVE"
"15796",2018,48,15932.02,"Streets & Transportation","Curb & Gutter Menu (2018)","1401-1403 W HOOD AVE"
"15797",2018,48,6505.64,"Streets & Transportation","Curb & Gutter Menu (2018)","6257-6259 N SHERIDAN RD"
"15798",2018,48,18386.21,"Streets & Transportation","Curb & Gutter Menu (2018)","5525-5533 N BROADWAY"
"15799",2018,48,3978.1,"Streets & Transportation","Curb & Gutter Menu (2018)","1322-1324 W HOLLYWOOD AVE"
"15800",2018,48,25281.72,"Streets & Transportation","Curb & Gutter Menu (2018)","1205-1209 W BRYN MAWR AVE"
"15801",2018,48,17909.87,"Streets & Transportation","Curb & Gutter Menu (2018)","1255-1259 W BALMORAL AVE"
"15802",2018,48,12195.19,"Streets & Transportation","Curb & Gutter Menu (2018)","1331-1339 W ELMDALE AVE"
